source_path,stem,category,cat_idx,binary_label
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos157_x264_11.npz,Normal_Videos157_x264_11,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery140_x264_66.npz,Robbery140_x264_66,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest028_x264_154.npz,Arrest028_x264_154,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos152_x264_499.npz,Normal_Videos152_x264_499,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery022_x264_219.npz,Robbery022_x264_219,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents089_x264_69.npz,RoadAccidents089_x264_69,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos945_x264_224.npz,Normal_Videos945_x264_224,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism022_x264_245.npz,Vandalism022_x264_245,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos260_x264_171.npz,Normal_Videos260_x264_171,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos830_x264_175.npz,Normal_Videos830_x264_175,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos477_x264_125.npz,Normal_Videos477_x264_125,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos272_x264_180.npz,Normal_Videos272_x264_180,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting025_x264_298.npz,Fighting025_x264_298,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery031_x264_68.npz,Robbery031_x264_68,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos269_x264_17.npz,Normal_Videos269_x264_17,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos486_x264_168.npz,Normal_Videos486_x264_168,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary064_x264_3037.npz,Burglary064_x264_3037,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos628_x264_56.npz,Normal_Videos628_x264_56,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos772_x264_83.npz,Normal_Videos772_x264_83,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents038_x264_31.npz,RoadAccidents038_x264_31,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos128_x264_118.npz,Normal_Videos128_x264_118,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting009_x264_133.npz,Fighting009_x264_133,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest043_x264_673.npz,Arrest043_x264_673,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos037_x264_27.npz,Normal_Videos037_x264_27,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest034_x264_725.npz,Arrest034_x264_725,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos309_x264_561.npz,Normal_Videos309_x264_561,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion015_x264_53.npz,Explosion015_x264_53,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault012_x264_48.npz,Assault012_x264_48,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing006_x264_200.npz,Stealing006_x264_200,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery053_x264npz_114.npz,Robbery053_x264npz_114,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents059_x264_118.npz,RoadAccidents059_x264_118,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos017_x264_52.npz,Normal_Videos017_x264_52,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos659_x264_31.npz,Normal_Videos659_x264_31,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos190_x264_225.npz,Normal_Videos190_x264_225,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest026_x264_404.npz,Arrest026_x264_404,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Shoplifting\Shoplifting003_x264_676.npz,Shoplifting003_x264_676,Shoplifting,11,1
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest049_x264_737.npz,Arrest049_x264_737,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery003_x264_61.npz,Robbery003_x264_61,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos255_x264_224.npz,Normal_Videos255_x264_224,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos121_x264_71.npz,Normal_Videos121_x264_71,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos475_x264_1092.npz,Normal_Videos475_x264_1092,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Shoplifting\Shoplifting006_x264_197.npz,Shoplifting006_x264_197,Shoplifting,11,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos481_x264_562.npz,Normal_Videos481_x264_562,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos183_x264_104.npz,Normal_Videos183_x264_104,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos769_x264_3374.npz,Normal_Videos769_x264_3374,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos592_x264_160.npz,Normal_Videos592_x264_160,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos673_x264_163.npz,Normal_Videos673_x264_163,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos632_x264_750.npz,Normal_Videos632_x264_750,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting017_x264_129.npz,Fighting017_x264_129,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery047_x264_95.npz,Robbery047_x264_95,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Shoplifting\Shoplifting013_x264_126.npz,Shoplifting013_x264_126,Shoplifting,11,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos029_x264_53.npz,Normal_Videos029_x264_53,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos820_x264_41.npz,Normal_Videos820_x264_41,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos797_x264_176.npz,Normal_Videos797_x264_176,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos687_x264_2367.npz,Normal_Videos687_x264_2367,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos501_x264_110.npz,Normal_Videos501_x264_110,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos513_x264_43.npz,Normal_Videos513_x264_43,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos276_x264_259.npz,Normal_Videos276_x264_259,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting007_x264_237.npz,Fighting007_x264_237,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos609_x264_37.npz,Normal_Videos609_x264_37,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos825_x264_100.npz,Normal_Videos825_x264_100,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest041_x264_241.npz,Arrest041_x264_241,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos184_x264_119.npz,Normal_Videos184_x264_119,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos584_x264_561.npz,Normal_Videos584_x264_561,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos357_x264_112.npz,Normal_Videos357_x264_112,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism023_x264npz_393.npz,Vandalism023_x264npz_393,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos012_x264_145.npz,Normal_Videos012_x264_145,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism006_x264_50.npz,Vandalism006_x264_50,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos739_x264_79.npz,Normal_Videos739_x264_79,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos849_x264_201.npz,Normal_Videos849_x264_201,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery122_x264_64.npz,Robbery122_x264_64,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos719_x264_178.npz,Normal_Videos719_x264_178,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos612_x264_391.npz,Normal_Videos612_x264_391,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Shooting\Shooting031_x264_132.npz,Shooting031_x264_132,Shooting,10,1
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion045_x264_47.npz,Explosion045_x264_47,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing007_x264_192.npz,Stealing007_x264_192,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos645_x264_67.npz,Normal_Videos645_x264_67,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos823_x264_84.npz,Normal_Videos823_x264_84,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos205_x264_489.npz,Normal_Videos205_x264_489,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos242_x264_111.npz,Normal_Videos242_x264_111,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos458_x264_468.npz,Normal_Videos458_x264_468,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents115_x264_122.npz,RoadAccidents115_x264_122,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault047_x264_206.npz,Assault047_x264_206,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary070_x264_50.npz,Burglary070_x264_50,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary038_x264_55.npz,Burglary038_x264_55,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest019_x264_86.npz,Arrest019_x264_86,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos690_x264_38.npz,Normal_Videos690_x264_38,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos337_x264_23.npz,Normal_Videos337_x264_23,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos669_x264_75.npz,Normal_Videos669_x264_75,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest014_x264_95.npz,Arrest014_x264_95,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism024_x264_62.npz,Vandalism024_x264_62,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos468_x264_49.npz,Normal_Videos468_x264_49,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos338_x264_58.npz,Normal_Videos338_x264_58,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest022_x264_97.npz,Arrest022_x264_97,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery118_x264_121.npz,Robbery118_x264_121,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery085_x264_116.npz,Robbery085_x264_116,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos225_x264_1245.npz,Normal_Videos225_x264_1245,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents051_x264_25.npz,RoadAccidents051_x264_25,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos562_x264_1691.npz,Normal_Videos562_x264_1691,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery099_x264_99.npz,Robbery099_x264_99,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents075_x264_20.npz,RoadAccidents075_x264_20,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism049_x264_499.npz,Vandalism049_x264_499,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Abuse\Abuse001_x264_171.npz,Abuse001_x264_171,Abuse,0,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery028_x264_146.npz,Robbery028_x264_146,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting026_x264_218.npz,Fighting026_x264_218,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault049_x264_81.npz,Assault049_x264_81,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos163_x264_205.npz,Normal_Videos163_x264_205,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos511_x264_1688.npz,Normal_Videos511_x264_1688,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos418_x264_105.npz,Normal_Videos418_x264_105,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery093_x264_72.npz,Robbery093_x264_72,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos740_x264_57.npz,Normal_Videos740_x264_57,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary008_x264_307.npz,Burglary008_x264_307,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos498_x264_400.npz,Normal_Videos498_x264_400,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos408_x264_49.npz,Normal_Videos408_x264_49,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism046_x264_130.npz,Vandalism046_x264_130,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Abuse\Abuse040_x264_212.npz,Abuse040_x264_212,Abuse,0,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents050_x264_68.npz,RoadAccidents050_x264_68,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery128_x264_411.npz,Robbery128_x264_411,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Explosion\Explosion047_x264_86.npz,Explosion047_x264_86,Explosion,5,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery147_x264npz_54.npz,Robbery147_x264npz_54,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos680_x264_41.npz,Normal_Videos680_x264_41,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos159_x264_66.npz,Normal_Videos159_x264_66,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos607_x264_118.npz,Normal_Videos607_x264_118,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing023_x264npz_316.npz,Stealing023_x264npz_316,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson013_x264_394.npz,Arson013_x264_394,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos138_x264_8009_10.npz,Normal_Videos138_x264_8009_10,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting019_x264_200.npz,Fighting019_x264_200,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery019_x264_359.npz,Robbery019_x264_359,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos266_x264_1454.npz,Normal_Videos266_x264_1454,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Shooting\Shooting040_x264_53.npz,Shooting040_x264_53,Shooting,10,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery041_x264_85.npz,Robbery041_x264_85,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos166_x264_99.npz,Normal_Videos166_x264_99,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing092_x264_845.npz,Stealing092_x264_845,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents077_x264_104.npz,RoadAccidents077_x264_104,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos161_x264_366.npz,Normal_Videos161_x264_366,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos507_x264_128.npz,Normal_Videos507_x264_128,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery029_x264_136.npz,Robbery029_x264_136,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery114_x264_128.npz,Robbery114_x264_128,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault036_x264_55.npz,Assault036_x264_55,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos476_x264_289.npz,Normal_Videos476_x264_289,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Shooting\Shooting052_x264_347.npz,Shooting052_x264_347,Shooting,10,1
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents053_x264_42.npz,RoadAccidents053_x264_42,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery078_x264_149.npz,Robbery078_x264_149,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos238_x264_187.npz,Normal_Videos238_x264_187,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos563_x264_5150.npz,Normal_Videos563_x264_5150,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos333_x264_54.npz,Normal_Videos333_x264_54,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos528_x264_73.npz,Normal_Videos528_x264_73,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents062_x264_465.npz,RoadAccidents062_x264_465,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos389_x264_215.npz,Normal_Videos389_x264_215,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault024_x264_26.npz,Assault024_x264_26,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos658_x264_28.npz,Normal_Videos658_x264_28,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest027_x264_106.npz,Arrest027_x264_106,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos021_x264_121.npz,Normal_Videos021_x264_121,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos002_x264_103.npz,Normal_Videos002_x264_103,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Assualt\Assault045_x264_69.npz,Assault045_x264_69,Assault,3,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery143_x264npz_58.npz,Robbery143_x264npz_58,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos635_x264_84.npz,Normal_Videos635_x264_84,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos558_x264_101.npz,Normal_Videos558_x264_101,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos746_x264_29.npz,Normal_Videos746_x264_29,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents042_x264_57.npz,RoadAccidents042_x264_57,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos583_x264_388.npz,Normal_Videos583_x264_388,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos377_x264_863.npz,Normal_Videos377_x264_863,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos245_x264_1124.npz,Normal_Videos245_x264_1124,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos079_x264_124.npz,Normal_Videos079_x264_124,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos517_x264_285.npz,Normal_Videos517_x264_285,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest004_x264_224.npz,Arrest004_x264_224,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos587_x264_543.npz,Normal_Videos587_x264_543,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos662_x264_30.npz,Normal_Videos662_x264_30,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos703_x264_141.npz,Normal_Videos703_x264_141,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos241_x264_145.npz,Normal_Videos241_x264_145,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents015_x264_83.npz,RoadAccidents015_x264_83,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos767_x264_112.npz,Normal_Videos767_x264_112,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos279_x264_265.npz,Normal_Videos279_x264_265,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary096_x264_413.npz,Burglary096_x264_413,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Burglary\Burglary085_x264_179.npz,Burglary085_x264_179,Burglary,4,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos103_x264_45.npz,Normal_Videos103_x264_45,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos138_x264_8009_1.npz,Normal_Videos138_x264_8009_1,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos611_x264_74.npz,Normal_Videos611_x264_74,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism032_x264_42.npz,Vandalism032_x264_42,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Arson\Arson042_x264_367.npz,Arson042_x264_367,Arson,2,1
G:\event_frame_duration533326\event_frame_duration533326\Vandalism\Vandalism008_x264_786.npz,Vandalism008_x264_786,Vandalism,13,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos094_x264_107.npz,Normal_Videos094_x264_107,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos049_x264_342.npz,Normal_Videos049_x264_342,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Fighting\Fighting011_x264_514.npz,Fighting011_x264_514,Fighting,6,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos541_x264_5923.npz,Normal_Videos541_x264_5923,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos292_x264_268.npz,Normal_Videos292_x264_268,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\RoadAccidents\RoadAccidents072_x264_53.npz,RoadAccidents072_x264_53,RoadAccidents,8,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos064_x264_145.npz,Normal_Videos064_x264_145,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery113_x264_50.npz,Robbery113_x264_50,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos521_x264_3175.npz,Normal_Videos521_x264_3175,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos428_x264_53.npz,Normal_Videos428_x264_53,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Stealing\Stealing086_x264_1133.npz,Stealing086_x264_1133,Stealing,12,1
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery026_x264_819.npz,Robbery026_x264_819,Robbery,9,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos857_x264_44.npz,Normal_Videos857_x264_44,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest017_x264_214.npz,Arrest017_x264_214,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Arrest\Arrest015_x264_60.npz,Arrest015_x264_60,Arrest,1,1
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos643_x264_222.npz,Normal_Videos643_x264_222,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos572_x264_276.npz,Normal_Videos572_x264_276,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Normal_Videos\Normal_Videos088_x264_154.npz,Normal_Videos088_x264_154,Normal_Videos,7,0
G:\event_frame_duration533326\event_frame_duration533326\Robbery\Robbery017_x264npz_271.npz,Robbery017_x264npz_271,Robbery,9,1
